date,symbol,file_path,row_count,prefix,processed_quotes,completed_trades,skipped_low_edge,missed_expected_edge_bps,return_intervals,total_net_return_bps,max_drawdown_bps,minute_return_sharpe,trade_sharpe_reference,latency_expired_signals
2026-04-20,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_04_20.csv,325879,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_04_20_mm-only_heuristic,325875,730,9,6.8089,60,334.9751,4.0535,1.2497,14.0337,4
2026-04-21,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_04_21.csv,283320,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_04_21_mm-only_heuristic,283315,717,11,5.7744,60,356.1614,3.6065,1.4527,13.8027,5
2026-04-22,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_04_22.csv,315005,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_04_22_mm-only_heuristic,315003,350,13,5.0737,60,131.3984,7.3729,0.6322,7.6746,2
2026-04-23,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_04_23.csv,314051,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_04_23_mm-only_heuristic,314039,457,12,11.1019,60,309.8692,2.0488,1.0905,16.8079,12
2026-04-24,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_04_24.csv,217376,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_04_24_mm-only_heuristic,217367,100,23,4.2551,60,28.0019,7.1330,0.2998,2.8297,9
2026-04-27,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_04_27.csv,506275,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_04_27_mm-only_heuristic,506274,891,102,52.2911,60,307.5001,6.1584,0.9878,11.1574,1
2026-04-28,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_04_28.csv,509319,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_04_28_mm-only_heuristic,509314,509,50,20.8380,60,246.3310,4.5186,0.8949,11.5047,5
2026-04-29,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_04_29.csv,154319,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_04_29_mm-only_heuristic,154317,49,1,0.1989,60,39.3512,1.3324,0.5146,5.0676,2
2026-04-30,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_04_30.csv,678202,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_04_30_mm-only_heuristic,678197,564,1,0.8712,60,269.1342,6.0491,0.7792,10.0840,5
2026-05-01,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_05_01.csv,443002,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_05_01_mm-only_heuristic,442991,506,80,61.7025,60,272.6845,3.9401,0.8584,9.7496,11
2026-05-04,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_05_04.csv,357549,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_05_04_mm-only_heuristic,357527,559,126,69.7448,60,330.0155,4.2530,1.3486,13.2027,22
2026-05-05,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_05_05.csv,417309,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_05_05_mm-only_heuristic,417303,587,202,327.8550,60,537.3226,2.5094,1.2479,18.6167,6
2026-05-06,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_05_06.csv,493077,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_05_06_mm-only_heuristic,493069,613,231,52.8314,60,255.8954,5.8438,0.7904,11.0501,8
2026-05-07,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_05_07.csv,285491,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_05_07_mm-only_heuristic,285488,481,50,37.8429,60,343.3910,3.7571,1.0595,14.4042,3
2026-05-08,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_05_08.csv,417546,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_05_08_mm-only_heuristic,417502,481,23,13.6210,60,189.1826,5.8320,0.7307,8.9278,44
2026-05-11,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_05_11.csv,451071,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_05_11_mm-only_heuristic,451061,845,129,74.6992,60,444.9119,4.3204,0.9496,15.3386,10
2026-05-12,SPY,/home/boss1000/Projects/HFT Training/Portfolio Quotes/SPY_open60/spy_2026_05_12.csv,517446,build/real_quote_symbol_suite/spy/latency_100000us_mm_only/spy_2026_05_12_mm-only_heuristic,517430,885,16,7.3976,60,432.3067,4.0765,1.0720,16.0115,16
