entry_timestamp_ns,exit_timestamp_ns,entry_event_index,exit_event_index,sleeve_id,sleeve,side,entry_reason,exit_reason,execution_type,portfolio_weight,forecast_edge_bps,signal_expected_edge_bps,ml_win_probability,score,conviction,entry_fill_price,exit_fill_price,entry_mid_price,exit_mid_price,entry_spread_bps,exit_spread_bps,gross_pnl_bps,transaction_cost_bps,execution_haircut_bps,adverse_selection_bps,net_pnl_bps,weighted_net_pnl_bps,sleeve_inventory_after_trade,entry_feature_spread_bps_1s,entry_feature_spread_bps_100ms,entry_feature_side_imbalance_100ms,entry_feature_side_imbalance_1s,entry_feature_side_microprice_edge_100ms_bps,entry_feature_side_microprice_edge_1s_bps,entry_feature_quote_rate_1s_scaled,entry_feature_avg_bid_size_1s_scaled,entry_feature_avg_ask_size_1s_scaled,entry_feature_regime_quality,entry_feature_conviction,entry_feature_abs_score,entry_feature_signal_expected_edge_bps
1776259834130000000,1776259834140000000,3414,3415,0,Market Making,long,signal_entry,take_profit,passive,0.37841825,0.61260349,1.37288624,0.50000000,0.34368952,1.00000000,500.21141100,500.32142900,500.26641100,500.26642900,2.19883792,2.19883782,2.19943003,0.06000000,1.93907026,0.00000000,0.20035978,0.07581980,0.00000000,2.19883792,2.19882856,0.29670330,0.44892227,0.32619984,0.49355441,0.94000000,0.02186170,0.00800000,0.00000000,1.00000000,0.34368952,1.37288624
1776259834580000000,1776259834590000000,3459,3460,0,Market Making,long,signal_entry,take_profit,passive,0.42255555,0.60778190,1.35922095,0.50000000,0.30956096,1.00000000,500.21083900,500.32084700,500.26583900,500.26584700,2.19882968,2.19882969,2.19923263,0.06000000,1.93906375,0.00000000,0.20016888,0.08458247,0.00000000,2.19882968,2.19883093,0.30100110,0.30962638,0.33092526,0.34040783,0.99000000,0.01797980,0.00948485,0.00000000,1.00000000,0.30956096,1.35922095
1776259835440000000,1776259835450000000,3545,3546,0,Market Making,long,signal_entry,take_profit,passive,0.78475079,0.61087733,1.36817843,0.50000000,0.32713576,1.00000000,500.21122900,500.32125800,500.26622900,500.26625800,2.19882977,2.19882976,2.19965074,0.06000000,1.93906381,0.00000000,0.20058693,0.15741075,0.00000000,2.19882977,2.19882948,0.32439560,0.30922082,0.35664531,0.33996197,0.95000000,0.01800000,0.00950526,0.00000000,1.00000000,0.32713576,1.36817843
1776259835850000000,1776259835860000000,3586,3587,0,Market Making,long,signal_entry,take_profit,passive,0.59844754,0.60983637,1.36529760,0.50000000,0.32146290,1.00000000,500.21092200,500.32090200,500.26592200,500.26590200,2.19882941,2.19882942,2.19867250,0.06000000,1.93906354,0.00000000,0.19960896,0.11945549,0.00000000,2.19882941,2.19883030,0.31699634,0.30891643,0.34851058,0.33962727,0.96000000,0.01797917,0.00950000,0.00000000,1.00000000,0.32146290,1.36529760
1776259838470000000,1776259838480000000,3848,3849,0,Market Making,long,signal_entry,take_profit,passive,0.58036050,0.64404630,1.46316554,0.50000000,0.50126190,1.00000000,500.17240400,500.28261200,500.22740400,500.22761200,2.19900546,2.19900539,2.20340025,0.06000000,1.93920432,0.00000000,0.20419593,0.11850726,0.00000000,2.19900546,2.19900294,0.64426578,0.05259312,0.70837118,0.05782622,0.98000000,0.01463265,0.01289796,0.00000000,1.00000000,0.50126190,1.46316554
1776259839040000000,1776259839050000000,3905,3906,0,Market Making,long,signal_entry,take_profit,passive,0.60379619,0.65915267,1.50628324,0.50000000,0.60525750,1.00000000,500.18544900,500.29563000,500.24044900,500.24063000,2.19898420,2.19898376,2.20280298,0.06000000,1.93918701,0.00000000,0.20361598,0.12294255,0.00000000,2.19898420,2.19894418,0.64680290,0.43604258,0.71114174,0.47942318,0.95000000,0.02278947,0.00837895,0.00000000,1.00000000,0.60525750,1.50628324
1776259839450000000,1776259839460000000,3946,3947,0,Market Making,long,signal_entry,take_profit,passive,0.74701307,0.66482965,1.52248179,0.50000000,0.64610932,1.00000000,500.19206100,500.30224300,500.24706100,500.24724300,2.19895136,2.19895096,2.20279386,0.06000000,1.93916077,0.00000000,0.20363309,0.15211658,0.00000000,2.19895136,2.19891541,0.63198757,0.63542362,0.69484359,0.69863280,0.96000000,0.02694792,0.00600000,0.00000000,1.00000000,0.64610932,1.52248179
1776259840220000000,1776259840230000000,4023,4024,0,Market Making,long,signal_entry,take_profit,passive,0.45498125,0.66564855,1.52480032,0.50000000,0.65078830,1.00000000,500.20870800,500.31886500,500.26370800,500.26386500,2.19888283,2.19888237,2.20222076,0.06000000,1.93910590,0.00000000,0.20311486,0.09241345,0.00000000,2.19888283,2.19884100,0.63792766,0.63615930,0.70135076,0.69941991,0.93000000,0.02701075,0.00600000,0.00000000,1.00000000,0.65078830,1.52480032
1776259843220000000,1776259843230000000,4323,4324,0,Market Making,long,signal_entry,take_profit,passive,0.34978932,0.64040737,1.45267974,0.50000000,0.47913585,1.00000000,500.22004200,500.33025100,500.27504200,500.27525100,2.19879248,2.19879245,2.20321040,0.06000000,1.93903396,0.00000000,0.20417644,0.07141874,0.00000000,2.19879248,2.19879142,0.62663399,0.02021400,0.68891873,0.02222318,0.93000000,0.01392473,0.01327957,0.00000000,1.00000000,0.47913585,1.45267974
1776259843740000000,1776259843750000000,4375,4376,0,Market Making,long,signal_entry,take_profit,passive,0.37838158,0.65660675,1.49892566,0.50000000,0.58792486,1.00000000,500.22879400,500.33898100,500.28379400,500.28398100,2.19878012,2.19877982,2.20273206,0.06000000,1.93902385,0.00000000,0.20370820,0.07707943,0.00000000,2.19878012,2.19875361,0.64714264,0.36918645,0.71145360,0.40587832,0.95000000,0.02134737,0.00914737,0.00000000,1.00000000,0.58792486,1.49892566
1776259844330000000,1776259844340000000,4434,4435,0,Market Making,long,signal_entry,take_profit,passive,0.69249472,0.66268013,1.51625674,0.50000000,0.63412655,1.00000000,500.24225900,500.35245500,500.29725900,500.29745500,2.19873789,2.19873741,2.20285268,0.06000000,1.93898993,0.00000000,0.20386275,0.14117388,0.00000000,2.19873789,2.19869417,0.61636371,0.63483439,0.67759766,0.69791722,0.94000000,0.02693617,0.00601064,0.00000000,1.00000000,0.63412655,1.51625674
1776259844950000000,1776259844960000000,4496,4497,0,Market Making,long,signal_entry,take_profit,passive,0.75612849,0.66573173,1.52494995,0.50000000,0.65133927,1.00000000,500.25308400,500.36331100,500.30808400,500.30831100,2.19868357,2.19868316,2.20342470,0.06000000,1.93894653,0.00000000,0.20447817,0.15461177,0.00000000,2.19868357,2.19864770,0.63867418,0.63615859,0.70210976,0.69935572,0.96000000,0.02701042,0.00600000,0.00000000,1.00000000,0.65133927,1.52494995
1776259845460000000,1776259845470000000,4547,4548,0,Market Making,long,signal_entry,take_profit,passive,0.53612404,0.66532885,1.52375474,0.50000000,0.64891261,1.00000000,500.22479100,500.33496900,500.27979100,500.27996900,2.19872490,2.19872535,2.20256976,0.06000000,1.93898028,0.00000000,0.20358949,0.10914922,0.00000000,2.19872490,2.19877207,0.63553409,0.63593209,0.69869731,0.69911987,0.97000000,0.02698969,0.00600000,0.00000000,1.00000000,0.64891261,1.52375474
1776259845920000000,1776259845930000000,4593,4594,0,Market Making,long,signal_entry,take_profit,passive,0.57212740,0.66598448,1.52561278,0.50000000,0.65251755,1.00000000,500.23236000,500.34256000,500.28736000,500.28756000,2.19877255,2.19877215,2.20297623,0.06000000,1.93901772,0.00000000,0.20395851,0.11669025,0.00000000,2.19877255,2.19873720,0.64031204,0.63589335,0.70393897,0.69909243,0.93000000,0.02700000,0.00600000,0.00000000,1.00000000,0.65251755,1.52561278
1776259846440000000,1776259846450000000,4645,4646,0,Market Making,long,signal_entry,take_profit,passive,0.55780989,0.66465401,1.52178554,0.50000000,0.64502659,1.00000000,500.24445400,500.35465800,500.29945400,500.29965800,2.19872865,2.19872817,2.20300293,0.06000000,1.93898254,0.00000000,0.20402040,0.11380460,0.00000000,2.19872865,2.19868504,0.63059097,0.63538877,0.69323546,0.69852373,0.95000000,0.02693684,0.00600000,0.00000000,1.00000000,0.64502659,1.52178554
1776259847100000000,1776259847110000000,4711,4712,0,Market Making,long,signal_entry,take_profit,passive,0.50569302,0.67596642,1.55407981,0.50000000,0.70860828,1.00000000,500.25612200,500.36635200,500.31112200,500.31135200,2.19866817,2.19866777,2.20347129,0.06000000,1.93893422,0.00000000,0.20453707,0.10343297,0.00000000,2.19866817,2.19863191,0.71428571,0.63659742,0.78522568,0.69983323,0.91000000,0.02700000,0.00598901,0.00000000,1.00000000,0.70860828,1.55407981
1776259847740000000,1776259847750000000,4775,4776,0,Market Making,long,signal_entry,take_profit,passive,0.44370230,0.66759038,1.53010696,0.50000000,0.66159876,1.00000000,500.26987700,500.38002900,500.32487700,500.32502900,2.19861393,2.19861348,2.20185154,0.06000000,1.93889078,0.00000000,0.20296076,0.09005416,0.00000000,2.19861393,2.19857283,0.65199113,0.63690631,0.71672500,0.70015555,0.95000000,0.02703158,0.00598947,0.00000000,1.00000000,0.66159876,1.53010696
1776259848150000000,1776259848160000000,4816,4817,0,Market Making,long,signal_entry,take_profit,passive,0.62701510,0.61588830,1.38239248,0.50000000,0.36891447,1.00000000,500.27367700,500.38365000,500.32867700,500.32865000,2.19857933,2.19857908,2.19825678,0.06000000,1.93886326,0.00000000,0.19939351,0.12502274,0.00000000,2.19857933,2.19855451,0.28422195,0.58055875,0.31243873,0.63820293,0.96000000,0.02547917,0.00659375,0.00000000,1.00000000,0.36891447,1.38239248
1776259848720000000,1776259848730000000,4873,4874,0,Market Making,long,signal_entry,take_profit,passive,0.58256479,0.60705428,1.35725988,0.50000000,0.30974331,1.00000000,500.27385500,500.38385400,500.32885500,500.32885400,2.19855657,2.19855655,2.19877571,0.06000000,1.93884524,0.00000000,0.19993047,0.11647245,0.00000000,2.19855657,2.19855400,0.27655678,0.37887921,0.30401250,0.41649385,0.93000000,0.01988172,0.00874194,0.00000000,1.00000000,0.30974331,1.35725988
1776259849190000000,1776259849200000000,4920,4921,0,Market Making,long,signal_entry,take_profit,passive,0.42212172,0.60749896,1.35861952,0.50000000,0.30869329,1.00000000,500.27338100,500.38340900,500.32838100,500.32840900,2.19855575,2.19855572,2.19935747,0.06000000,1.93884458,0.00000000,0.20051289,0.08464085,0.00000000,2.19855575,2.19855650,0.29993324,0.30943334,0.32971009,0.34015322,1.00000000,0.01800000,0.00950000,0.00000000,1.00000000,0.30869329,1.35861952
1776259849860000000,1776259849870000000,4987,4988,0,Market Making,long,signal_entry,take_profit,passive,0.47978668,0.60862180,1.36189794,0.50000000,0.31508392,1.00000000,500.27332700,500.38335200,500.32832700,500.32835200,2.19855574,2.19855575,2.19929775,0.06000000,1.93884460,0.00000000,0.20045315,0.09617475,0.00000000,2.19855574,2.19855657,0.30874818,0.30840450,0.33940017,0.33902225,0.97000000,0.01796907,0.00950515,0.00000000,1.00000000,0.31508392,1.36189794
1776259850280000000,1776259850290000000,5029,5030,0,Market Making,long,signal_entry,take_profit,passive,0.48370284,0.60907780,1.36327068,0.50000000,0.31779601,1.00000000,500.27351300,500.38348300,500.32851300,500.32848300,2.19855514,2.19855514,2.19819753,0.06000000,1.93884412,0.00000000,0.19935341,0.09642781,0.00000000,2.19855514,2.19855499,0.31222489,0.30872751,0.34322179,0.33937723,0.99000000,0.01797980,0.00950505,0.00000000,1.00000000,0.31779601,1.36327068
1776259852890000000,1776259852900000000,5290,5291,0,Market Making,long,signal_entry,take_profit,passive,0.35952202,0.64392719,1.46293781,0.50000000,0.50199785,1.00000000,500.27540800,500.38560000,500.33040800,500.33060000,2.19855639,2.19855631,2.20262676,0.06000000,1.93884505,0.00000000,0.20378171,0.07326401,0.00000000,2.19855639,2.19855117,0.64115908,0.06411591,0.70481053,0.07048105,1.00000000,0.01487000,0.01276000,0.00000000,1.00000000,0.50199785,1.46293781
1776259853510000000,1776259853520000000,5352,5353,0,Market Making,long,signal_entry,take_profit,passive,0.67951500,0.65595773,1.49728796,0.50000000,0.59101210,1.00000000,500.28628100,500.39651200,500.34128100,500.34151200,2.19853390,2.19853352,2.20335844,0.06000000,1.93882682,0.00000000,0.20453162,0.13898231,0.00000000,2.19853390,2.19849989,0.60661765,0.49765819,0.66682442,0.54705769,0.92000000,0.02405435,0.00763043,0.00000000,1.00000000,0.59101210,1.49728796
1776259854050000000,1776259854060000000,5406,5407,0,Market Making,long,signal_entry,take_profit,passive,0.70242540,0.66539984,1.52422362,0.50000000,0.65012064,1.00000000,500.25843200,500.36860000,500.31343200,500.31360000,2.19850187,2.19850310,2.20222175,0.06000000,1.93880248,0.00000000,0.20341927,0.14288686,0.00000000,2.19850187,2.19862367,0.63707594,0.63613124,0.70034514,0.69926789,0.96000000,0.02701042,0.00600000,0.00000000,1.00000000,0.65012064,1.52422362
1776259854570000000,1776259854580000000,5458,5459,0,Market Making,long,signal_entry,take_profit,passive,0.53823523,0.66542666,1.52428829,0.50000000,0.65019394,1.00000000,500.26745700,500.37768600,500.32245700,500.32268600,2.19854966,2.19854998,2.20340137,0.06000000,1.93883998,0.00000000,0.20456139,0.11010215,0.00000000,2.19854966,2.19858550,0.63722597,0.63598025,0.70049789,0.69911713,0.98000000,0.02700000,0.00600000,0.00000000,1.00000000,0.65019394,1.52428829
1776259855040000000,1776259855050000000,5505,5506,0,Market Making,long,signal_entry,take_profit,passive,0.41290385,0.66370275,1.51932218,0.50000000,0.64037068,1.00000000,500.27839700,500.38858500,500.33339700,500.33358500,2.19857937,2.19857889,2.20253364,0.06000000,1.93886311,0.00000000,0.20367053,0.08409635,0.00000000,2.19857937,2.19853574,0.62451954,0.63516947,0.68651428,0.69823525,0.95000000,0.02696842,0.00601053,0.00000000,1.00000000,0.64037068,1.51932218
1776259857820000000,1776259857830000000,5783,5784,0,Market Making,long,signal_entry,take_profit,passive,0.39240780,0.64765421,1.47345198,0.50000000,0.52766407,1.00000000,500.28577200,500.39601100,500.34077200,500.34101100,2.19852106,2.19852084,2.20352059,0.06000000,1.93881667,0.00000000,0.20470392,0.08032741,0.00000000,2.19852106,2.19850266,0.64179894,0.15775193,0.70549834,0.17340978,0.93000000,0.01686022,0.01165591,0.00000000,1.00000000,0.52766407,1.47345198
1776259858360000000,1776259858370000000,5837,5838,0,Market Making,long,signal_entry,take_profit,passive,0.54322025,0.66019615,1.50924376,0.50000000,0.61491001,1.00000000,500.29766500,500.40782500,500.35266500,500.35282500,2.19849270,2.19849225,2.20188915,0.06000000,1.93879380,0.00000000,0.20309535,0.11032551,0.00000000,2.19849270,2.19845155,0.63558118,0.50531393,0.69864721,0.55546251,0.97000000,0.02421649,0.00753608,0.00000000,1.00000000,0.61491001,1.50924376
1776259858810000000,1776259858820000000,5882,5883,0,Market Making,long,signal_entry,take_profit,passive,0.57552939,0.66500439,1.52303381,0.50000000,0.64788532,1.00000000,500.30534600,500.41556600,500.36034600,500.36056600,2.19845178,2.19845138,2.20305461,0.06000000,1.93876110,0.00000000,0.20429351,0.11757692,0.00000000,2.19845178,2.19841610,0.63403782,0.63641618,0.69693948,0.69956514,0.92000000,0.02697826,0.00598913,0.00000000,1.00000000,0.64788532,1.52303381
1776259859290000000,1776259859300000000,5930,5931,0,Market Making,long,signal_entry,take_profit,passive,0.68516801,0.66555663,1.52458455,0.50000000,0.65096599,1.00000000,500.31657800,500.42677200,500.37157800,500.37177200,2.19841373,2.19840917,2.20248548,0.06000000,1.93872733,0.00000000,0.20375815,0.13960857,0.00000000,2.19841373,2.19837033,0.63825533,0.63601055,0.70156079,0.69910715,1.00000000,0.02700000,0.00600000,0.00000000,1.00000000,0.65096599,1.52458455
1776259859730000000,1776259859740000000,5974,5975,0,Market Making,long,signal_entry,take_profit,passive,0.47945476,0.66556833,1.52465289,0.50000000,0.65114519,1.00000000,500.32377400,500.43395300,500.37877400,500.37895300,2.19837170,2.19837130,2.20215400,0.06000000,1.93869704,0.00000000,0.20345696,0.09754841,0.00000000,2.19837170,2.19833580,0.63855127,0.63585409,0.70187506,0.69892182,0.94000000,0.02693617,0.00598936,0.00000000,1.00000000,0.65114519,1.52465289
1776259860280000000,1776259860290000000,6029,6030,0,Market Making,long,signal_entry,take_profit,passive,0.41941882,0.66443559,1.52141843,0.50000000,0.64484823,1.00000000,500.33631900,500.44653600,500.39131900,500.39153600,2.19832635,2.19832588,2.20285827,0.06000000,1.93866070,0.00000000,0.20419757,0.08564431,0.00000000,2.19832635,2.19828351,0.63023321,0.63583341,0.69271562,0.69888466,0.99000000,0.02697980,0.00600000,0.00000000,1.00000000,0.64484823,1.52141843
1776259860860000000,1776259860870000000,6087,6088,0,Market Making,long,signal_entry,take_profit,passive,0.51933449,0.66419752,1.52073672,0.50000000,0.64355425,1.00000000,500.34628500,500.45648100,500.40128500,500.40148100,2.19827386,2.19827346,2.20239469,0.06000000,1.93861877,0.00000000,0.20377592,0.10582786,0.00000000,2.19827386,2.19823824,0.62869115,0.63535149,0.69100648,0.69833829,0.97000000,0.02698969,0.00601031,0.00000000,1.00000000,0.64355425,1.52073672
1776259861600000000,1776259861610000000,6161,6162,0,Market Making,long,signal_entry,take_profit,passive,0.77502350,0.66033888,1.50972296,0.50000000,0.62203225,1.00000000,500.36231600,500.47247100,500.41731600,500.41747100,2.19820656,2.19820610,2.20150472,0.06000000,1.93856488,0.00000000,0.20293984,0.15728314,0.00000000,2.19820656,2.19816534,0.60000000,0.63599113,0.65944960,0.69901992,0.91000000,0.02700000,0.00600000,0.00000000,1.00000000,0.62203225,1.50972296
1776259862040000000,1776259862050000000,6205,6206,0,Market Making,long,signal_entry,take_profit,passive,0.44876532,0.66475730,1.52238502,0.50000000,0.64694315,1.00000000,500.37000300,500.48023100,500.42500300,500.42523100,2.19816940,2.19816899,2.20292982,0.06000000,1.93853519,0.00000000,0.20439462,0.09172522,0.00000000,2.19816940,2.19813352,0.63306324,0.63570428,0.69577876,0.69869284,0.95000000,0.02696842,0.00600000,0.00000000,1.00000000,0.64694315,1.52238502
1776259862640000000,1776259862650000000,6265,6266,0,Market Making,long,signal_entry,take_profit,passive,0.54501749,0.61990645,1.39424283,0.50000000,0.39135957,1.00000000,500.37861700,500.48859300,500.43361700,500.43359300,2.19811988,2.19811961,2.19785571,0.06000000,1.93849569,0.00000000,0.19936002,0.10865470,0.00000000,2.19811988,2.19809356,0.32439560,0.55040400,0.35652595,0.60492812,0.95000000,0.02463158,0.00691579,0.00000000,1.00000000,0.39135957,1.39424283
1776259863090000000,1776259863100000000,6310,6311,0,Market Making,long,signal_entry,take_profit,passive,0.56618903,0.61366662,1.37651121,0.50000000,0.34957578,1.00000000,500.33848700,500.44851500,500.39348700,500.39351500,2.19811677,2.19811803,2.19907129,0.06000000,1.93849443,0.00000000,0.20057686,0.11356442,0.00000000,2.19811677,2.19827060,0.31893343,0.40811448,0.35055099,0.44854138,1.00000000,0.02067000,0.00843000,0.00000000,1.00000000,0.34957578,1.37651121
1776259863600000000,1776259863610000000,6361,6362,0,Market Making,long,signal_entry,take_profit,passive,0.50402645,0.61175901,1.37117363,0.50000000,0.33372165,1.00000000,500.33808000,500.44808600,500.39308000,500.39308600,2.19821266,2.19821331,2.19863337,0.06000000,1.93857064,0.00000000,0.20006273,0.10083691,0.00000000,2.19821266,2.19827181,0.33333333,0.30865201,0.36637863,0.33924145,0.91000000,0.01797802,0.00950549,0.00000000,1.00000000,0.33372165,1.37117363
1776259864160000000,1776259864170000000,6417,6418,0,Market Making,long,signal_entry,take_profit,passive,0.52428937,0.60663811,1.35655701,0.50000000,0.30497615,1.00000000,500.33823100,500.44820700,500.39323100,500.39320700,2.19827019,2.19827020,2.19803311,0.06000000,1.93861616,0.00000000,0.19941696,0.10455219,0.00000000,2.19827019,2.19827077,0.29504739,0.30937457,0.32429703,0.34004445,0.97000000,0.01796907,0.00948454,0.00000000,1.00000000,0.30497615,1.35655701
1776259864570000000,1776259864580000000,6458,6459,0,Market Making,long,signal_entry,take_profit,passive,0.48945955,0.60729021,1.35842500,0.50000000,0.30865823,1.00000000,500.33870500,500.44871600,500.39370500,500.39371600,2.19827042,2.19827041,2.19873056,0.06000000,1.93861633,0.00000000,0.20011423,0.09794782,0.00000000,2.19827042,2.19826934,0.29983313,0.30961905,0.32955699,0.34031320,0.98000000,0.01796939,0.00947959,0.00000000,1.00000000,0.30865823,1.35842500
1776259867230000000,1776259867240000000,6724,6725,0,Market Making,long,signal_entry,take_profit,passive,0.54867182,0.64125122,1.45545793,0.50000000,0.48558765,1.00000000,500.33902100,500.44920600,500.39402100,500.39420600,2.19827084,2.19827079,2.20220681,0.06000000,1.93861663,0.00000000,0.20359018,0.11170419,0.00000000,2.19827084,2.19826886,0.63283330,0.02692908,0.69556887,0.02959868,0.94000000,0.01403191,0.01319149,0.00000000,1.00000000,0.48558765,1.45545793
1776259867650000000,1776259867660000000,6766,6767,0,Market Making,long,signal_entry,take_profit,passive,0.64314951,0.65225125,1.48681049,0.50000000,0.56162017,1.00000000,500.34867400,500.45891500,500.40367400,500.40391500,2.19826064,2.19826026,2.20328354,0.06000000,1.93860821,0.00000000,0.20467534,0.13163684,0.00000000,2.19826064,2.19822796,0.63501628,0.30463147,0.69795527,0.33482790,0.96000000,0.01992708,0.00991667,0.00000000,1.00000000,0.56162017,1.48681049
1776259868420000000,1776259868430000000,6843,6844,0,Market Making,long,signal_entry,take_profit,passive,0.65288204,0.66389646,1.51995727,0.50000000,0.64214480,1.00000000,500.36283200,500.47305200,500.41783200,500.41805200,2.19819964,2.19819924,2.20280151,0.06000000,1.93855940,0.00000000,0.20424211,0.13334601,0.00000000,2.19819964,2.19816402,0.62663399,0.63592685,0.68872216,0.69894711,0.93000000,0.02698925,0.00600000,0.00000000,1.00000000,0.64214480,1.51995727
1776259869010000000,1776259869020000000,6902,6903,0,Market Making,long,signal_entry,take_profit,passive,0.64791634,0.67194631,1.54296344,0.50000000,0.68746632,1.00000000,500.37607000,500.48623600,500.43107000,500.43123600,2.19814797,2.19814750,2.20166404,0.06000000,1.93851800,0.00000000,0.20314604,0.13162164,0.00000000,2.19814797,2.19810530,0.68627451,0.63684450,0.75425182,0.69993921,0.92000000,0.02703261,0.00598913,0.00000000,1.00000000,0.68746632,1.54296344
