entry_timestamp_ns,exit_timestamp_ns,entry_event_index,exit_event_index,sleeve_id,sleeve,side,entry_reason,exit_reason,execution_type,portfolio_weight,forecast_edge_bps,signal_expected_edge_bps,ml_win_probability,score,conviction,entry_fill_price,exit_fill_price,entry_mid_price,exit_mid_price,entry_spread_bps,exit_spread_bps,gross_pnl_bps,transaction_cost_bps,execution_haircut_bps,adverse_selection_bps,net_pnl_bps,weighted_net_pnl_bps,sleeve_inventory_after_trade,entry_feature_spread_bps_1s,entry_feature_spread_bps_100ms,entry_feature_side_imbalance_100ms,entry_feature_side_imbalance_1s,entry_feature_side_microprice_edge_100ms_bps,entry_feature_side_microprice_edge_1s_bps,entry_feature_quote_rate_1s_scaled,entry_feature_avg_bid_size_1s_scaled,entry_feature_avg_ask_size_1s_scaled,entry_feature_regime_quality,entry_feature_conviction,entry_feature_abs_score,entry_feature_signal_expected_edge_bps
1776259804950000000,1776259804960000000,496,497,0,Market Making,long,signal_entry,take_profit,passive,0.66429513,1.38298609,1.38298609,0.50000000,0.36883440,1.00000000,500.04284300,500.15286900,500.09784300,500.09786900,2.19960295,2.19960260,2.20033146,0.06000000,1.93968208,0.00000000,0.20064938,0.13329041,0.00000000,2.19960295,2.19956983,0.28422195,0.58010767,0.31258301,0.63800417,0.96000000,0.02544792,0.00659375,0.00000000,1.00000000,0.36883440,1.38298609
1776259805400000000,1776259805410000000,541,542,0,Market Making,long,signal_entry,take_profit,passive,0.69441875,1.38396362,1.38396362,0.50000000,0.36296156,1.00000000,500.04286200,500.15283500,500.09786200,500.09783500,2.19957400,2.19957395,2.19927147,0.06000000,1.93965916,0.00000000,0.19961231,0.13861453,0.00000000,2.19957400,2.19956949,0.33333333,0.41725933,0.36659492,0.45889697,0.91000000,0.02093407,0.00832967,0.00000000,1.00000000,0.36296156,1.38396362
1776259805860000000,1776259805870000000,587,588,0,Market Making,long,signal_entry,take_profit,passive,0.78942665,1.36252536,1.36252536,0.50000000,0.31511670,1.00000000,500.04333200,500.15333300,500.09833200,500.09833300,2.19956879,2.19956878,2.19982935,0.06000000,1.93965502,0.00000000,0.20017433,0.15802295,0.00000000,2.19956879,2.19956753,0.30874818,0.30840450,0.33955624,0.33917846,0.97000000,0.01796907,0.00950515,0.00000000,1.00000000,0.31511670,1.36252536
1776259806280000000,1776259806290000000,629,630,0,Market Making,long,signal_entry,take_profit,passive,0.52572944,1.36389948,1.36389948,0.50000000,0.31782920,1.00000000,500.04272800,500.15274600,500.09772800,500.09774600,2.19956911,2.19956912,2.20017198,0.06000000,1.93965529,0.00000000,0.20051669,0.10541753,0.00000000,2.19956911,2.19957025,0.31222489,0.30872751,0.34338029,0.33953375,0.99000000,0.01797980,0.00950505,0.00000000,1.00000000,0.31782920,1.36389948
1776259806780000000,1776259806790000000,679,680,0,Market Making,long,signal_entry,take_profit,passive,0.39922626,1.35967768,1.35967768,0.50000000,0.30958446,1.00000000,500.04286800,500.15284100,500.09786800,500.09784100,2.19956863,2.19956863,2.19927144,0.06000000,1.93965491,0.00000000,0.19961654,0.07969216,0.00000000,2.19956863,2.19956895,0.30100110,0.30962638,0.33103634,0.34052223,0.99000000,0.01797980,0.00948485,0.00000000,1.00000000,0.30958446,1.35967768
1776259809650000000,1776259809660000000,966,967,0,Market Making,long,signal_entry,take_profit,passive,0.56820531,1.46161987,1.46161987,0.50000000,0.49670350,1.00000000,500.00460100,500.11481500,500.05960100,500.05981500,2.19968797,2.19968847,2.20425972,0.06000000,1.93975078,0.00000000,0.20450894,0.11620306,0.00000000,2.19968797,2.19974006,0.64260602,0.04016288,0.70678311,0.04417394,0.96000000,0.01439583,0.01305208,0.00000000,1.00000000,0.49670350,1.46161987
1776259810070000000,1776259810080000000,1008,1009,0,Market Making,long,signal_entry,take_profit,passive,0.57827385,1.48815299,1.48815299,0.50000000,0.56277850,1.00000000,500.01460000,500.12482000,500.06960000,500.06982000,2.19973082,2.19973044,2.20433563,0.06000000,1.93978435,0.00000000,0.20455128,0.11828666,0.00000000,2.19973082,2.19969730,0.63383624,0.31192780,0.69712392,0.34307668,0.98000000,0.02016327,0.00984694,0.00000000,1.00000000,0.56277850,1.48815299
1776259810850000000,1776259810860000000,1086,1087,0,Market Making,long,signal_entry,take_profit,passive,0.43077791,1.52582009,1.52582009,0.50000000,0.65177977,1.00000000,500.02898200,500.13922500,500.08398200,500.08422500,2.19967029,2.19966987,2.20473220,0.06000000,1.93973590,0.00000000,0.20499631,0.08830788,0.00000000,2.19967029,2.19963318,0.63911985,0.63628907,0.70291463,0.69981311,0.96000000,0.02703125,0.00600000,0.00000000,1.00000000,0.65177977,1.52582009
1776259811470000000,1776259811480000000,1148,1149,0,Market Making,long,signal_entry,take_profit,passive,0.71333589,1.52822159,1.52822159,0.50000000,0.65657550,1.00000000,500.04186400,500.15201400,500.09686400,500.09701400,2.19961663,2.19961619,2.20281556,0.06000000,1.93969296,0.00000000,0.20312261,0.14489465,0.00000000,2.19961663,2.19957621,0.64538972,0.63652242,0.70979193,0.70005264,0.98000000,0.02700000,0.00598980,0.00000000,1.00000000,0.65657550,1.52822159
1776259814530000000,1776259814540000000,1454,1455,0,Market Making,long,signal_entry,take_profit,passive,0.34743742,1.46302411,1.46302411,0.50000000,0.50262703,1.00000000,500.05482300,500.16499000,500.10982300,500.10999000,2.19952818,2.19952805,2.20309844,0.06000000,1.93962244,0.00000000,0.20347600,0.07069518,0.00000000,2.19952818,2.19951802,0.63080491,0.09526558,0.69373337,0.10476937,0.94000000,0.01551064,0.01237234,0.00000000,1.00000000,0.50262703,1.46302411
1776259815100000000,1776259815110000000,1511,1512,0,Market Making,long,signal_entry,take_profit,passive,0.77818900,1.51732319,1.51732319,0.50000000,0.62909649,1.00000000,500.06502400,500.17526300,500.12002400,500.12026300,2.19950702,2.19950663,2.20449331,0.06000000,1.93960530,0.00000000,0.20488801,0.15944159,0.00000000,2.19950702,2.19947202,0.65714286,0.49697674,0.72268366,0.54655043,0.91000000,0.02405495,0.00763736,0.00000000,1.00000000,0.62909649,1.51732319
1776259815880000000,1776259815890000000,1589,1590,0,Market Making,long,signal_entry,take_profit,passive,0.51805388,1.52661939,1.52661939,0.50000000,0.65364422,1.00000000,500.08057200,500.19073700,500.13557200,500.13573700,2.19944391,2.19944350,2.20294501,0.06000000,1.93955480,0.00000000,0.20339021,0.10536709,0.00000000,2.19944391,2.19940644,0.64158098,0.63637191,0.70554866,0.69983214,0.99000000,0.02703030,0.00600000,0.00000000,1.00000000,0.65364422,1.52661939
1776259816480000000,1776259816490000000,1649,1650,0,Market Making,long,signal_entry,take_profit,passive,0.47254127,1.52388761,1.52388761,0.50000000,0.64833157,1.00000000,500.09393700,500.20415600,500.14893700,500.14915600,2.19939167,2.19939120,2.20396593,0.06000000,1.93951296,0.00000000,0.20445298,0.09661247,0.00000000,2.19939167,2.19934887,0.63466625,0.63606685,0.69792625,0.69948007,0.99000000,0.02700000,0.00600000,0.00000000,1.00000000,0.64833157,1.52388761
1776259816920000000,1776259816930000000,1693,1694,0,Market Making,long,signal_entry,take_profit,passive,0.47890915,1.52879784,1.52879784,0.50000000,0.65804548,1.00000000,500.10148100,500.21164000,500.15648100,500.15664000,2.19934958,2.19934917,2.20273293,0.06000000,1.93947934,0.00000000,0.20325359,0.09734000,0.00000000,2.19934958,2.19931239,0.64741533,0.63635696,0.71193427,0.69978570,0.93000000,0.02703226,0.00600000,0.00000000,1.00000000,0.65804548,1.52879784
1776259817400000000,1776259817410000000,1741,1742,0,Market Making,long,signal_entry,take_profit,passive,0.38505515,1.54785936,1.54785936,0.50000000,0.69554937,1.00000000,500.11179500,500.22204300,500.16679500,500.16704300,2.19930739,2.19930694,2.20446710,0.06000000,1.93944555,0.00000000,0.20502155,0.07894461,0.00000000,2.19930739,2.19926635,0.69696970,0.63653169,0.76641100,0.69996444,0.91000000,0.02700000,0.00598901,0.00000000,1.00000000,0.69554937,1.54785936
