scope,label,sessions,start_date,end_date,total_pnl_bps,avg_daily_pnl_bps,daily_sharpe,annualized_daily_sharpe,minute_sharpe,daily_psr_gt_zero,daily_psr_gt_annual_sharpe_1,multiple_testing_trials,bonferroni_confidence_gt_zero,daily_mean_ci95_low_bps,daily_mean_ci95_high_bps,sign_flip_p_value_total_pnl,loss_day_rate,positive_day_rate,worst_daily_pnl_bps,best_daily_pnl_bps,worst_interval_drawdown_bps,interval_count,trade_count,sample_warning
selected_quality_gate_train,Selected quality gate train,31,2026-03-02,2026-04-14,20052.336200,646.849555,2.532320968096,40.199349128253,0.613000850968,1.000000000000,1.000000000000,15,1.000000000000,561.114024,736.931830,0.000000000000,0.000000000000,1.000000000000,139.691300,1171.711700,-13.737053,5580,32948,
selected_quality_gate_oos,Selected quality gate OOS,20,2026-04-15,2026-05-12,12928.104400,646.405220,3.733002878813,59.259583564963,0.583973356314,1.000000000000,1.000000000000,15,1.000000000000,573.895415,722.987634,0.000000000000,0.000000000000,1.000000000000,376.768100,960.986600,-8.637262,3600,23698,
selected_quality_gate_all,Selected quality gate all,51,2026-03-02,2026-05-12,32980.440600,646.675306,2.876442200176,45.662104333895,0.601152902144,1.000000000000,1.000000000000,15,1.000000000000,586.931342,709.681016,0.000000000000,0.000000000000,1.000000000000,139.691300,1171.711700,-13.737053,9180,56646,
original_mm_baseline_oos,Original mm baseline OOS,20,2026-04-15,2026-05-12,12648.782600,632.439130,3.800042443838,60.323803667314,0.455327010723,0.999999991831,0.999999985981,15,0.999999877462,564.495613,708.747096,0.000000000000,0.000000000000,1.000000000000,395.994800,1108.793900,-14.300815,3600,36524,
fresh_core_oos,Fresh post-cutoff SPY/QQQ/IWM,2,2026-05-13,2026-05-14,1153.090700,576.545350,3.977553300397,63.141701156135,0.701615601243,0.908651325432,0.905137396479,15,0.000000000000,474.050400,679.040300,0.247800000000,0.000000000000,1.000000000000,474.050400,679.040300,-5.965408,360,2144,low_sample
aapl_transfer,No-retune AAPL transfer,5,2026-05-01,2026-05-07,47.880500,9.576100,1.562552540704,24.804752599048,0.175346666978,0.994933078077,0.993198315125,15,0.923996171157,4.942240,14.290180,0.037800000000,0.000000000000,1.000000000000,0.811800,16.391700,-1.339135,300,128,low_sample
