date,symbol,file_path,row_count,prefix,processed_quotes,completed_trades,skipped_low_edge,missed_expected_edge_bps,return_intervals,total_net_return_bps,max_drawdown_bps,minute_return_sharpe,trade_sharpe_reference,latency_expired_signals
2026-03-02,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_02.csv,1089154,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_02_full_heuristic,1089100,367,10725,4.3698,60,60.1086,10.7802,0.3468,2.8889,54
2026-03-03,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_03.csv,1237004,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_03_full_heuristic,1236967,756,49984,42.7436,60,40.0432,9.3078,0.2335,1.9453,37
2026-03-04,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_04.csv,841896,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_04_full_heuristic,841890,282,1051,0.0000,60,106.2846,9.9198,0.4236,3.4886,6
2026-03-05,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_05.csv,966139,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_05_full_heuristic,966131,166,1728,0.0000,60,16.2183,7.9972,0.1457,1.2884,8
2026-03-06,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_06.csv,1148151,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_06_full_heuristic,1148127,214,1766,0.0000,60,58.8583,7.0138,0.2629,2.4541,24
2026-03-09,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_09.csv,1188108,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_09_full_heuristic,1188083,106,0,0.0000,60,19.3706,8.3802,0.1450,1.0162,25
2026-03-10,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_10.csv,941763,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_10_full_heuristic,941735,208,2593,0.0000,60,191.9792,3.9638,0.1858,1.4594,28
2026-03-11,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_11.csv,794436,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_11_full_heuristic,794434,181,1613,0.0000,60,24.1628,11.9355,0.2019,1.5030,2
2026-03-12,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_12.csv,1018691,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_12_full_heuristic,1018687,208,2676,0.2344,60,226.1230,6.1312,0.1706,1.3127,4
2026-03-13,IWM,/home/boss1000/Projects/HFT Training/Portfolio Quotes/IWM_open60/iwm_2026_03_13.csv,605115,build/real_quote_symbol_suite/iwm/latency_100000us/iwm_2026_03_13_full_heuristic,605111,166,176,0.0000,60,14.2031,8.8332,0.1355,1.1614,4
