date,symbol,file_path,row_count,first_timestamp_ns,last_timestamp_ns,duration_minutes,min_bid,max_ask,mean_spread,median_spread,min_spread,max_spread,status
2026-05-01,AAPL,/home/boss1000/Projects/HFT Training/Portfolio Quotes/AAPL_open60/aapl_2026_05_01.csv,343411,1777642200000936823,1777645799249901402,59.9875,264.810000,293.060000,32.34544136,12.56895468,0.34970537,1012.78075537,ok
2026-05-04,AAPL,/home/boss1000/Projects/HFT Training/Portfolio Quotes/AAPL_open60/aapl_2026_05_04.csv,225070,1777901400001140936,1777904999897215082,59.9983,265.180000,293.460000,15.54044906,4.35540070,0.36036685,1012.45882858,ok
2026-05-05,AAPL,/home/boss1000/Projects/HFT Training/Portfolio Quotes/AAPL_open60/aapl_2026_05_05.csv,229495,1777987800001025780,1777991399970277397,59.9995,263.140000,291.030000,22.29231278,7.16075904,0.35549868,1006.55033654,ok
2026-05-06,AAPL,/home/boss1000/Projects/HFT Training/Portfolio Quotes/AAPL_open60/aapl_2026_05_06.csv,263531,1778074200001359293,1778077799797133606,59.9966,267.830000,296.100000,26.33366506,3.53469301,0.34894879,1002.60670651,ok
2026-05-07,AAPL,/home/boss1000/Projects/HFT Training/Portfolio Quotes/AAPL_open60/aapl_2026_05_07.csv,227152,1778160600001598774,1778164199904825483,59.9984,274.510000,303.720000,19.01722768,7.21686685,0.34269461,1010.32461131,ok
