symbol,portfolio_mode,signal_latency_us,sessions,total_pnl_bps,avg_daily_return_bps,minute_sharpe,worst_drawdown_bps,trade_count,latency_expired_signals,quote_source
IWM,full,0,51,4180.593800,81.972427,0.255022945980,-18.963379,20656,0,Alpaca historical IEX top-of-book quotes
IWM,mm-only,0,51,6209.212600,121.749267,0.381904853326,-12.155251,17080,0,Alpaca historical IEX top-of-book quotes
IWM,full,1000,51,4241.649400,83.169596,0.257107334285,-19.236640,20656,75,Alpaca historical IEX top-of-book quotes
IWM,mm-only,1000,51,6209.212600,121.749267,0.381904853326,-12.155251,17080,75,Alpaca historical IEX top-of-book quotes
IWM,full,10000,51,4241.649400,83.169596,0.257105137650,-19.236640,20656,117,Alpaca historical IEX top-of-book quotes
IWM,mm-only,10000,51,6209.212600,121.749267,0.381900409003,-12.155251,17080,117,Alpaca historical IEX top-of-book quotes
IWM,full,100000,51,4241.649400,83.169596,0.257068388109,-19.236640,20656,671,Alpaca historical IEX top-of-book quotes
IWM,mm-only,100000,51,6209.212600,121.749267,0.381861883966,-12.155251,17080,671,Alpaca historical IEX top-of-book quotes
