date,symbol,file_path,row_count,prefix,processed_quotes,completed_trades,skipped_low_edge,missed_expected_edge_bps,return_intervals,total_net_return_bps,max_drawdown_bps,minute_return_sharpe,trade_sharpe_reference,latency_expired_signals
2026-04-10,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_10.csv,652103,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_10_full_heuristic,652100,815,49202,1270.4410,60,32.8436,9.9052,0.2545,2.1569,3
2026-04-13,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_13.csv,324927,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_13_full_heuristic,324921,483,13729,0.1683,60,70.6777,17.0220,0.4090,5.4366,6
2026-04-14,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_14.csv,539865,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_14_full_heuristic,539863,557,23638,195.5790,60,94.7561,7.8554,0.5288,5.5718,2
2026-04-15,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_15.csv,604608,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_15_full_heuristic,604607,688,37819,399.4724,60,54.5334,6.0040,0.4641,3.5023,1
2026-04-16,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_16.csv,522447,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_16_full_heuristic,522445,694,27908,225.7542,60,65.6686,8.4036,0.3850,3.9358,2
2026-04-17,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_17.csv,709244,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_17_full_heuristic,709243,579,29614,433.2393,60,32.5594,18.0570,0.2356,2.2083,1
2026-04-20,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_20.csv,788382,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_20_full_heuristic,788359,781,45393,34.8251,60,58.8824,10.9169,0.4502,3.6618,23
2026-04-21,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_21.csv,746786,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_21_full_heuristic,746781,740,41743,64.2452,60,77.7264,7.2826,0.4757,4.7594,5
2026-04-22,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_22.csv,755682,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_22_full_heuristic,755680,855,56095,109.4506,60,120.2080,9.1871,0.6143,6.0134,2
2026-04-23,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_23.csv,719487,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_23_full_heuristic,719485,777,53411,0.4250,60,131.7313,10.4241,0.5761,7.6258,2
2026-04-24,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_24.csv,963341,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_24_full_heuristic,963328,917,49353,34.3252,60,160.2410,15.8464,0.6284,7.3586,13
2026-04-27,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_27.csv,729806,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_27_full_heuristic,729805,829,40230,6.9654,60,149.0141,9.9687,0.6576,7.4748,1
2026-04-28,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_28.csv,699470,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_28_full_heuristic,699462,620,29089,81.2381,60,120.5685,8.6609,0.5114,6.8473,8
2026-04-29,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_29.csv,645671,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_29_full_heuristic,645669,661,35948,161.1100,60,79.9204,8.4002,0.3983,4.7965,2
2026-04-30,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_04_30.csv,834769,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_04_30_full_heuristic,834767,1034,50063,24.8350,60,276.6599,9.1039,0.2226,1.7972,2
2026-05-01,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_05_01.csv,650662,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_05_01_full_heuristic,650659,816,37226,42.2957,60,173.8407,8.6141,0.6869,7.6892,3
2026-05-04,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_05_04.csv,426421,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_05_04_full_heuristic,426414,336,9336,0.0000,60,93.5238,4.3278,0.6214,6.8107,7
2026-05-05,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_05_05.csv,658411,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_05_05_full_heuristic,658408,839,36859,43.5917,60,199.2733,9.9172,0.6814,9.2877,3
2026-05-06,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_05_06.csv,803359,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_05_06_full_heuristic,803357,693,42573,0.0160,60,156.8628,8.5375,0.7485,10.7993,2
2026-05-07,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_05_07.csv,733009,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_05_07_full_heuristic,733008,1209,46994,199.4899,60,212.2797,12.0904,0.7516,8.4415,1
2026-05-08,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_05_08.csv,560353,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_05_08_full_heuristic,560352,751,30574,43.8174,60,109.5629,16.7953,0.6725,6.0825,1
2026-05-11,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_05_11.csv,927144,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_05_11_full_heuristic,927121,838,38069,4.9611,60,159.4611,10.9068,0.4622,3.7778,23
2026-05-12,QQQ,/home/boss1000/Projects/HFT Training/Portfolio Quotes/QQQ_open60/qqq_2026_05_12.csv,876266,build/real_quote_symbol_suite/qqq/latency_10000us/qqq_2026_05_12_full_heuristic,876263,732,27848,505.5882,60,52.2744,13.6779,0.3093,2.8214,3
