capital_scale,effective_cost_bps,total_return,annualized_return,annualized_sharpe,max_drawdown,sharpe_decay_pct,return_decay_pct,total_trading_cost,average_turnover,capacity_limit_flag,capacity_limit_reason
1.0,5.0,3.224097650618349,0.18903734779582293,1.4505055872480355,-0.15642010900908432,0.0,0.0,0.028196090257875943,0.5999168139973604,False,ok
2.0,7.0710678118654755,3.1751320074641125,0.18737247787971922,1.4393907905062329,-0.1574108616172929,0.007662705224659006,0.015187394570646875,0.03987529324858405,0.5999168139973604,False,ok
5.0,11.180339887498949,3.079632197208582,0.1840753740578096,1.4172811166218688,-0.15937361269026418,0.022905441329048298,0.04480802663717704,0.06304837451633019,0.5999168139973604,False,ok
10.0,15.811388300841898,2.9745914984592754,0.1803695099616094,1.392277322837747,-0.1615807584913791,0.04014342648673404,0.07738790173158087,0.08916386632657237,0.5999168139973604,False,ok
20.0,22.360679774997898,2.830589139615171,0.1751464695710625,1.3567680724855122,-0.16469342245032026,0.06462402874322344,0.12205229296566351,0.12609674903266038,0.5999168139973604,False,ok
