candidate_id,annualized_sharpe,annualized_return,total_return,max_drawdown,daily_volatility,annualized_volatility,average_turnover,total_trading_cost,benchmark_annualized_sharpe,benchmark_annualized_return,benchmark_total_return,benchmark_sharpe_spread,benchmark_total_return_spread,min_signal_strength,top_quantile,signal_change_threshold,max_position_size,negative_trend_scale,high_volatility_scale,short_term_reversal_penalty,quality_weight,mean_reversion_weight,multi_momentum_weight,wf_2018_sharpe,wf_2019_sharpe,wf_2020_sharpe,wf_2021_sharpe,wf_2022_sharpe,wf_2023_sharpe,wf_2024_sharpe,wf_2025_sharpe,wf_2026_sharpe,walk_forward_sharpe_mean,walk_forward_sharpe_std,worst_walk_forward_year_sharpe,positive_walk_forward_years,walk_forward_year_count,local_sensitivity_count,local_median_sharpe,local_min_sharpe,material_sharpe_improvement,drawdown_ok,turnover_ok,cost_ok,return_ok,benchmark_ok,walk_forward_ok,local_sensitivity_ok,eligible,robustness_score
3670,1.450505587248036,0.18903734779582293,3.224097650618349,-0.1564201090090841,0.007859982272225148,0.12477335041010476,0.5999168139973604,0.028196090257875943,0.8030361907524378,0.14573034556580744,2.102059356109117,0.6474693964955981,1.122038294509232,0.85,0.25,0.05,0.06,0.4,0.4,0.15,0.2,0.25,0.55,1.0341936888940575,2.205754685130477,2.360651402905149,1.47466018531059,-0.6052440777392982,2.2361024917437717,1.6067189231798897,0.7664467427619321,3.141532873997184,1.5800907684648613,1.0963984420154755,-0.6052440777392982,8.0,9.0,108.0,1.3515719636646013,1.2840215273582694,True,True,True,True,True,True,True,True,True,1.2970064874810074
